Index,Store_ID,Day_of_week,Date,Nb_customers_on_day,Open,Promotion,State_holiday,School_holiday
315975,686,4,4/23/2015,750,1,0,0,0
228728,346,4,4/23/2015,635,1,0,0,0
513540,540,4,4/23/2015,410,1,0,0,0
267939,224,4,4/23/2015,437,1,0,0,0
70401,600,4,4/23/2015,529,1,0,0,0
372890,642,4,4/23/2015,406,1,0,0,0
127484,875,4,4/23/2015,379,1,0,0,0
664404,911,4,4/23/2015,810,1,0,0,0
220032,225,4,4/23/2015,511,1,0,0,0
418903,150,4,4/23/2015,684,1,0,0,0
541352,892,4,4/23/2015,675,1,0,0,0
115075,1099,4,4/23/2015,864,1,0,0,0
227815,603,4,4/23/2015,995,1,0,0,0
187633,734,4,4/23/2015,500,1,0,0,0
451166,291,4,4/23/2015,686,1,0,0,0
120161,511,4,4/23/2015,727,1,0,0,0
406021,696,4,4/23/2015,933,1,0,0,0
182976,251,4,4/23/2015,2256,1,0,0,0
595604,742,4,4/23/2015,748,1,0,0,0
428609,465,4,4/23/2015,484,1,0,0,0
383898,1055,4,4/23/2015,803,1,0,0,0
331518,228,4,4/23/2015,549,1,0,0,0
106043,90,4,4/23/2015,860,1,0,0,0
661426,436,4,4/23/2015,510,1,0,0,0
196370,27,4,4/23/2015,933,1,0,0,0
88087,869,4,4/23/2015,784,1,0,0,0
209405,847,4,4/23/2015,755,1,0,0,0
80415,329,4,4/23/2015,611,1,0,0,0
105008,657,4,4/23/2015,786,1,0,0,0
17895,717,4,4/23/2015,418,1,0,0,0
146024,72,4,4/23/2015,394,1,0,0,0
292291,574,4,4/23/2015,585,1,0,0,0
308136,567,4,4/23/2015,540,1,0,0,0
70500,967,4,4/23/2015,898,1,0,0,0
133853,614,4,4/23/2015,925,1,0,0,0
696918,960,4,4/23/2015,471,1,0,0,0
110587,515,4,4/23/2015,617,1,0,0,0
152913,631,4,4/23/2015,609,1,0,0,0
388404,111,4,4/23/2015,506,1,0,0,0
341489,674,4,4/23/2015,795,1,0,0,0
234385,99,4,4/23/2015,373,1,0,0,0
602509,454,4,4/23/2015,598,1,0,0,0
139470,241,4,4/23/2015,617,1,0,0,0
138903,580,4,4/23/2015,1367,1,0,0,0
91043,840,4,4/23/2015,1016,1,0,0,0
638616,765,4,4/23/2015,690,1,0,0,0
657655,1108,4,4/23/2015,543,1,0,0,0
299341,359,4,4/23/2015,530,1,0,0,0
182705,222,4,4/23/2015,513,1,0,0,0
37962,1078,4,4/23/2015,408,1,0,0,0
710866,721,4,4/23/2015,653,1,0,0,0
612069,670,4,4/23/2015,619,1,0,0,0
683316,306,4,4/23/2015,440,1,0,0,0
78219,405,4,4/23/2015,422,1,0,0,0
346826,315,4,4/23/2015,427,1,0,0,0
491167,259,4,4/23/2015,2362,1,0,0,0
354738,65,4,4/23/2015,464,1,0,0,0
552800,881,4,4/23/2015,507,1,0,0,0
97760,414,4,4/23/2015,438,1,0,0,0
483401,867,4,4/23/2015,407,1,0,0,0
335892,365,4,4/23/2015,480,1,0,0,0
106973,420,4,4/23/2015,385,1,0,0,0
35435,269,4,4/23/2015,1028,1,0,0,0
451757,989,4,4/23/2015,544,1,0,0,0
692616,378,4,4/23/2015,904,1,0,0,0
183498,990,4,4/23/2015,479,1,0,0,0
116182,646,4,4/23/2015,656,1,0,0,0
604555,1106,4,4/23/2015,532,1,0,0,0
617418,1030,4,4/23/2015,272,1,0,0,0
44612,340,4,4/23/2015,633,1,0,0,0
661376,942,4,4/23/2015,411,1,0,0,0
420634,32,4,4/23/2015,424,1,0,0,0
609305,713,4,4/23/2015,935,1,0,0,0
590855,431,4,4/23/2015,1011,1,0,0,0
133696,157,4,4/23/2015,865,1,0,0,0
530287,353,4,4/23/2015,1442,1,0,0,0
354470,80,4,4/23/2015,490,1,0,0,0
168498,718,4,4/23/2015,773,1,0,0,0
436831,135,4,4/23/2015,512,1,0,0,0
7499,682,4,4/23/2015,1602,1,0,0,0
609709,183,4,4/23/2015,631,1,0,0,0
261423,412,4,4/23/2015,536,1,0,0,0
565328,170,4,4/23/2015,475,1,0,0,0
62854,705,4,4/23/2015,886,1,0,0,0
517565,336,4,4/23/2015,1669,1,0,0,0
703296,986,4,4/23/2015,587,1,0,0,0
653786,1091,4,4/23/2015,605,1,0,0,0
570910,563,4,4/23/2015,550,1,0,0,0
622059,473,4,4/23/2015,451,1,0,0,0
697209,666,4,4/23/2015,501,1,0,0,0
504645,805,4,4/23/2015,444,1,0,0,0
289874,799,4,4/23/2015,763,1,0,0,0
609993,107,4,4/23/2015,890,1,0,0,0
711183,625,4,4/23/2015,533,1,0,0,0
508137,43,4,4/23/2015,566,1,0,0,0
291677,1014,4,4/23/2015,951,1,0,0,0
175811,443,4,4/23/2015,442,1,0,0,0
466651,541,4,4/23/2015,703,1,0,0,0
386565,968,4,4/23/2015,748,1,0,0,0
164352,348,4,4/23/2015,667,1,0,0,0
706115,1057,4,4/23/2015,577,1,0,0,0
404774,182,4,4/23/2015,343,1,0,0,0
63958,694,4,4/23/2015,657,1,0,0,0
237948,76,4,4/23/2015,774,1,0,0,0
185452,710,4,4/23/2015,339,1,0,0,0
415262,311,4,4/23/2015,760,1,0,0,0
498764,520,4,4/23/2015,380,1,0,0,0
115369,726,4,4/23/2015,883,1,0,0,0
543110,376,4,4/23/2015,791,1,0,0,0
269766,418,4,4/23/2015,521,1,0,0,0
615604,1095,4,4/23/2015,611,1,0,0,0
379240,236,4,4/23/2015,772,1,0,0,0
589860,416,4,4/23/2015,1391,1,0,0,0
476240,245,4,4/23/2015,1031,1,0,0,0
343100,271,4,4/23/2015,694,1,0,0,0
574045,375,4,4/23/2015,621,1,0,0,0
122694,608,4,4/23/2015,881,1,0,0,0
568105,1020,4,4/23/2015,846,1,0,0,0
125059,927,4,4/23/2015,819,1,0,0,0
667007,683,4,4/23/2015,743,1,0,0,0
696428,944,4,4/23/2015,899,1,0,0,0
614850,735,4,4/23/2015,435,1,0,0,0
56054,514,4,4/23/2015,587,1,0,0,0
112822,953,4,4/23/2015,518,1,0,0,0
420459,690,4,4/23/2015,752,1,0,0,0
105864,373,4,4/23/2015,235,1,0,0,0
243638,46,4,4/23/2015,535,1,0,0,0
532932,299,4,4/23/2015,595,1,0,0,0
561930,4,4,4/23/2015,1050,1,0,0,0
1929,242,4,4/23/2015,275,1,0,0,0
518352,651,4,4/23/2015,797,1,0,0,0
276576,601,4,4/23/2015,319,1,0,0,0
398951,31,4,4/23/2015,479,1,0,0,0
535169,504,4,4/23/2015,839,1,0,0,0
136741,917,4,4/23/2015,659,1,0,0,0
284737,707,4,4/23/2015,750,1,0,0,0
629417,52,4,4/23/2015,358,1,0,0,0
427191,530,4,4/23/2015,625,1,0,0,0
37163,624,4,4/23/2015,638,1,0,0,0
247470,924,4,4/23/2015,413,1,0,0,0
691759,273,4,4/23/2015,627,1,0,0,0
39660,933,4,4/23/2015,812,1,0,0,0
421648,947,4,4/23/2015,855,1,0,0,0
548151,750,4,4/23/2015,350,1,0,0,0
205519,1076,4,4/23/2015,589,1,0,0,0
134830,494,4,4/23/2015,808,1,0,0,0
406114,759,4,4/23/2015,598,1,0,0,0
442999,684,4,4/23/2015,537,1,0,0,0
256368,58,4,4/23/2015,453,1,0,0,0
283561,982,4,4/23/2015,605,1,0,0,0
450859,855,4,4/23/2015,576,1,0,0,0
551008,1005,4,4/23/2015,841,1,0,0,0
200691,73,4,4/23/2015,492,1,0,0,0
429995,698,4,4/23/2015,1847,1,0,0,0
493548,428,4,4/23/2015,467,1,0,0,0
214690,685,4,4/23/2015,501,1,0,0,0
329811,387,4,4/23/2015,949,1,0,0,0
592048,392,4,4/23/2015,673,1,0,0,0
410927,958,4,4/23/2015,539,1,0,0,0
687378,47,4,4/23/2015,838,1,0,0,0
72923,1075,4,4/23/2015,1021,1,0,0,0
368893,590,4,4/23/2015,346,1,0,0,0
467484,1104,4,4/23/2015,357,1,0,0,0
366801,527,4,4/23/2015,846,1,0,0,0
510051,261,4,4/23/2015,788,1,0,0,0
129924,899,4,4/23/2015,474,1,0,0,0
544774,372,4,4/23/2015,595,1,0,0,0
366053,782,4,4/23/2015,426,1,0,0,0
610921,75,4,4/23/2015,567,1,0,0,0
356288,706,4,4/23/2015,405,1,0,0,0
515286,137,4,4/23/2015,900,1,0,0,0
155327,586,4,4/23/2015,1920,1,0,0,0
110049,141,4,4/23/2015,530,1,0,0,0
255209,893,4,4/23/2015,665,1,0,0,0
468225,87,4,4/23/2015,743,1,0,0,0
671277,34,4,4/23/2015,879,1,0,0,0
440689,1086,4,4/23/2015,573,1,0,0,0
514526,322,4,4/23/2015,528,1,0,0,0
390963,296,4,4/23/2015,755,1,0,0,0
465995,198,4,4/23/2015,273,1,0,0,0
692995,1103,4,4/23/2015,361,1,0,0,0
665290,91,4,4/23/2015,411,1,0,0,0
662013,463,4,4/23/2015,972,1,0,0,0
162228,737,4,4/23/2015,738,1,0,0,0
147414,331,4,4/23/2015,686,1,0,0,0
446079,568,4,4/23/2015,377,1,0,0,0
18335,836,4,4/23/2015,673,1,0,0,0
443748,865,4,4/23/2015,576,1,0,0,0
383150,258,4,4/23/2015,448,1,0,0,0
360975,1115,4,4/23/2015,368,1,0,0,0
607134,497,4,4/23/2015,1001,1,0,0,0
40381,622,4,4/23/2015,383,1,0,0,0
279169,168,4,4/23/2015,671,1,0,0,0
595825,1074,4,4/23/2015,403,1,0,0,0
7512,462,4,4/23/2015,596,1,0,0,0
76867,153,4,4/23/2015,528,1,0,0,0
444480,97,4,4/23/2015,650,1,0,0,0
543094,518,4,4/23/2015,367,1,0,0,0
560260,572,4,4/23/2015,491,1,0,0,0
510771,175,4,4/23/2015,583,1,0,0,0
682028,656,4,4/23/2015,338,1,0,0,0
508464,123,4,4/23/2015,856,1,0,0,0
91677,116,4,4/23/2015,618,1,0,0,0
576944,969,4,4/23/2015,617,1,0,0,0
278941,393,4,4/23/2015,485,1,0,0,0
238634,724,4,4/23/2015,678,1,0,0,0
342359,357,4,4/23/2015,898,1,0,0,0
44460,159,4,4/23/2015,631,1,0,0,0
31129,660,4,4/23/2015,473,1,0,0,0
298521,396,4,4/23/2015,1193,1,0,0,0
454540,28,4,4/23/2015,504,1,0,0,0
171995,7,4,4/23/2015,766,1,0,0,0
459271,1069,4,4/23/2015,684,1,0,0,0
506216,1012,4,4/23/2015,445,1,0,0,0
648771,722,4,4/23/2015,1431,1,0,0,0
258033,513,4,4/23/2015,1859,1,0,0,0
385864,310,4,4/23/2015,652,1,0,0,0
143779,239,4,4/23/2015,453,1,0,0,0
395758,903,4,4/23/2015,643,1,0,0,0
392870,51,4,4/23/2015,456,1,0,0,0
307430,552,4,4/23/2015,568,1,0,0,0
172169,1079,4,4/23/2015,588,1,0,0,0
72394,972,4,4/23/2015,287,1,0,0,0
371428,966,4,4/23/2015,544,1,0,0,0
645960,345,4,4/23/2015,455,1,0,0,0
234420,203,4,4/23/2015,739,1,0,0,0
71344,96,4,4/23/2015,522,1,0,0,0
618040,1058,4,4/23/2015,595,1,0,0,0
131383,485,4,4/23/2015,378,1,0,0,0
95320,554,4,4/23/2015,583,1,0,0,0
286168,74,4,4/23/2015,708,1,0,0,0
11596,668,4,4/23/2015,957,1,0,0,0
475127,172,4,4/23/2015,771,1,0,0,0
9516,15,4,4/23/2015,604,1,0,0,0
271577,212,4,4/23/2015,439,1,0,0,0
280839,923,4,4/23/2015,636,1,0,0,0
261743,1096,4,4/23/2015,562,1,0,0,0
460899,764,4,4/23/2015,379,1,0,0,0
509129,790,4,4/23/2015,603,1,0,0,0
321877,248,4,4/23/2015,870,1,0,0,0
143963,661,4,4/23/2015,517,1,0,0,0
299226,167,4,4/23/2015,951,1,0,0,0
32583,1028,4,4/23/2015,439,1,0,0,0
551700,1084,4,4/23/2015,703,1,0,0,0
199821,132,4,4/23/2015,583,1,0,0,0
461675,487,4,4/23/2015,603,1,0,0,0
569332,471,4,4/23/2015,529,1,0,0,0
478358,638,4,4/23/2015,432,1,0,0,0
53172,422,4,4/23/2015,432,1,0,0,0
287118,973,4,4/23/2015,730,1,0,0,0
538561,808,4,4/23/2015,539,1,0,0,0
552506,254,4,4/23/2015,189,1,0,0,0
319158,536,4,4/23/2015,698,1,0,0,0
520926,1019,4,4/23/2015,609,1,0,0,0
1530,795,4,4/23/2015,322,1,0,0,0
566520,457,4,4/23/2015,416,1,0,0,0
241302,293,4,4/23/2015,691,1,0,0,0
682278,249,4,4/23/2015,464,1,0,0,0
524027,445,4,4/23/2015,1122,1,0,0,0
64268,147,4,4/23/2015,633,1,0,0,0
696927,1011,4,4/23/2015,733,1,0,0,0
383715,524,4,4/23/2015,818,1,0,0,0
463707,101,4,4/23/2015,630,1,0,0,0
93747,154,4,4/23/2015,640,1,0,0,0
404107,640,4,4/23/2015,706,1,0,0,0
498428,806,4,4/23/2015,426,1,0,0,0
678931,746,4,4/23/2015,440,1,0,0,0
200154,712,4,4/23/2015,512,1,0,0,0
265432,932,4,4/23/2015,681,1,0,0,0
492958,885,4,4/23/2015,747,1,0,0,0
163405,444,4,4/23/2015,900,1,0,0,0
25948,769,4,4/23/2015,2873,1,0,0,0
537067,555,4,4/23/2015,345,1,0,0,0
473090,528,4,4/23/2015,772,1,0,0,0
371640,330,4,4/23/2015,360,1,0,0,0
667649,389,4,4/23/2015,1258,1,0,0,0
660950,29,4,4/23/2015,601,1,0,0,0
215946,812,4,4/23/2015,673,1,0,0,0
591958,783,4,4/23/2015,630,1,0,0,0
256544,874,4,4/23/2015,482,1,0,0,0
418605,1065,4,4/23/2015,435,1,0,0,0
13124,739,4,4/23/2015,666,1,0,0,0
154207,1080,4,4/23/2015,745,1,0,0,0
617527,913,4,4/23/2015,889,1,0,0,0
253447,813,4,4/23/2015,588,1,0,0,0
527116,360,4,4/23/2015,641,1,0,0,0
492986,86,4,4/23/2015,518,1,0,0,0
57623,206,4,4/23/2015,886,1,0,0,0
499533,1027,4,4/23/2015,1284,1,0,0,0
575663,229,4,4/23/2015,670,1,0,0,0
598722,470,4,4/23/2015,1325,1,0,0,0
690755,627,4,4/23/2015,527,1,0,0,0
673509,606,4,4/23/2015,588,1,0,0,0
39892,915,4,4/23/2015,442,1,0,0,0
648668,747,4,4/23/2015,587,1,0,0,0
98204,379,4,4/23/2015,442,1,0,0,0
364917,863,4,4/23/2015,841,1,0,0,0
104668,1068,4,4/23/2015,239,1,0,0,0
113749,952,4,4/23/2015,428,1,0,0,0
169514,267,4,4/23/2015,960,1,0,0,0
271203,838,4,4/23/2015,737,1,0,0,0
142314,503,4,4/23/2015,389,1,0,0,0
697024,781,4,4/23/2015,623,1,0,0,0
627479,983,4,4/23/2015,944,1,0,0,0
181543,961,4,4/23/2015,531,1,0,0,0
612111,64,4,4/23/2015,642,1,0,0,0
490938,843,4,4/23/2015,692,1,0,0,0
432953,510,4,4/23/2015,762,1,0,0,0
706084,459,4,4/23/2015,1064,1,0,0,0
241206,413,4,4/23/2015,855,1,0,0,0
440851,419,4,4/23/2015,767,1,0,0,0
328043,647,4,4/23/2015,608,1,0,0,0
620867,522,4,4/23/2015,531,1,0,0,0
8718,496,4,4/23/2015,689,1,0,0,0
246370,319,4,4/23/2015,720,1,0,0,0
206802,207,4,4/23/2015,1137,1,0,0,0
468488,22,4,4/23/2015,463,1,0,0,0
135331,232,4,4/23/2015,256,1,0,0,0
236882,595,4,4/23/2015,1483,1,0,0,0
269195,654,4,4/23/2015,654,1,0,0,0
143097,1098,4,4/23/2015,632,1,0,0,0
660230,469,4,4/23/2015,973,1,0,0,0
550180,122,4,4/23/2015,620,1,0,0,0
114799,432,4,4/23/2015,1663,1,0,0,0
363757,839,4,4/23/2015,500,1,0,0,0
312525,949,4,4/23/2015,402,1,0,0,0
433555,482,4,4/23/2015,610,1,0,0,0
555965,604,4,4/23/2015,507,1,0,0,0
190837,447,4,4/23/2015,579,1,0,0,0
26248,1093,4,4/23/2015,741,1,0,0,0
459658,57,4,4/23/2015,699,1,0,0,0
349288,851,4,4/23/2015,385,1,0,0,0
234336,398,4,4/23/2015,467,1,0,0,0
174953,941,4,4/23/2015,484,1,0,0,0
26427,752,4,4/23/2015,387,1,0,0,0
71729,377,4,4/23/2015,950,1,0,0,0
80221,464,4,4/23/2015,899,1,0,0,0
286867,1029,4,4/23/2015,839,1,0,0,0
15793,1048,4,4/23/2015,506,1,0,0,0
300096,884,4,4/23/2015,471,1,0,0,0
388861,633,4,4/23/2015,493,1,0,0,0
35705,233,4,4/23/2015,964,1,0,0,0
510870,1071,4,4/23/2015,652,1,0,0,0
126084,493,4,4/23/2015,646,1,0,0,0
557650,194,4,4/23/2015,369,1,0,0,0
523580,95,4,4/23/2015,714,1,0,0,0
62606,886,4,4/23/2015,579,1,0,0,0
28677,429,4,4/23/2015,373,1,0,0,0
176284,26,4,4/23/2015,422,1,0,0,0
240437,411,4,4/23/2015,618,1,0,0,0
364419,237,4,4/23/2015,603,1,0,0,0
200970,323,4,4/23/2015,556,1,0,0,0
112927,305,4,4/23/2015,481,1,0,0,0
445898,1083,4,4/23/2015,335,1,0,0,0
660768,498,4,4/23/2015,825,1,0,0,0
475331,1039,4,4/23/2015,871,1,0,0,0
58478,476,4,4/23/2015,570,1,0,0,0
211406,363,4,4/23/2015,868,1,0,0,0
618946,985,4,4/23/2015,672,1,0,0,0
287235,386,4,4/23/2015,448,1,0,0,0
564057,870,4,4/23/2015,882,1,0,0,0
77197,472,4,4/23/2015,606,1,0,0,0
104678,39,4,4/23/2015,763,1,0,0,0
637563,370,4,4/23/2015,553,1,0,0,0
584022,227,4,4/23/2015,493,1,0,0,0
444016,1043,4,4/23/2015,874,1,0,0,0
291714,501,4,4/23/2015,437,1,0,0,0
73785,174,4,4/23/2015,446,1,0,0,0
493850,687,4,4/23/2015,663,1,0,0,0
573229,70,4,4/23/2015,578,1,0,0,0
625262,104,4,4/23/2015,1216,1,0,0,0
416685,191,4,4/23/2015,648,1,0,0,0
279671,213,4,4/23/2015,599,1,0,0,0
62385,307,4,4/23/2015,295,1,0,0,0
1764,780,4,4/23/2015,807,1,0,0,0
672010,486,4,4/23/2015,514,1,0,0,0
394128,1040,4,4/23/2015,835,1,0,0,0
174237,560,4,4/23/2015,1375,1,0,0,0
608258,553,4,4/23/2015,520,1,0,0,0
333027,16,4,4/23/2015,830,1,0,0,0
2945,301,4,4/23/2015,543,1,0,0,0
292158,279,4,4/23/2015,601,1,0,0,0
350824,489,4,4/23/2015,582,1,0,0,0
554654,950,4,4/23/2015,464,1,0,0,0
195640,550,4,4/23/2015,447,1,0,0,0
237723,400,4,4/23/2015,1063,1,0,0,0
558400,680,4,4/23/2015,669,1,0,0,0
47514,190,4,4/23/2015,640,1,0,0,0
523985,369,4,4/23/2015,453,1,0,0,0
429502,1042,4,4/23/2015,485,1,0,0,0
413351,184,4,4/23/2015,512,1,0,0,0
658116,1112,4,4/23/2015,684,1,0,0,0
575545,613,4,4/23/2015,709,1,0,0,0
360724,179,4,4/23/2015,850,1,0,0,0
63462,278,4,4/23/2015,682,1,0,0,0
347008,922,4,4/23/2015,608,1,0,0,0
553751,230,4,4/23/2015,854,1,0,0,0
329389,484,4,4/23/2015,545,1,0,0,0
556916,41,4,4/23/2015,345,1,0,0,0
10987,733,4,4/23/2015,2598,1,0,0,0
268270,673,4,4/23/2015,578,1,0,0,0
194244,644,4,4/23/2015,780,1,0,0,0
393211,980,4,4/23/2015,415,1,0,0,0
589225,388,4,4/23/2015,1065,1,0,0,0
332603,659,4,4/23/2015,592,1,0,0,0
559797,325,4,4/23/2015,845,1,0,0,0
144585,611,4,4/23/2015,411,1,0,0,0
707546,798,4,4/23/2015,828,1,0,0,0
690922,906,4,4/23/2015,1038,1,0,0,0
130128,618,4,4/23/2015,455,1,0,0,0
554178,849,4,4/23/2015,726,1,0,0,0
688720,403,4,4/23/2015,675,1,0,0,0
16580,900,4,4/23/2015,507,1,0,0,0
299349,214,4,4/23/2015,571,1,0,0,0
501836,731,4,4/23/2015,813,1,0,0,0
56488,801,4,4/23/2015,435,1,0,0,0
670101,437,4,4/23/2015,464,1,0,0,0
517126,597,4,4/23/2015,625,1,0,0,0
630043,380,4,4/23/2015,1098,1,0,0,0
633815,778,4,4/23/2015,719,1,0,0,0
100076,475,4,4/23/2015,753,1,0,0,0
172817,531,4,4/23/2015,571,1,0,0,0
554266,410,4,4/23/2015,612,1,0,0,0
